stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000242480	9606.ENSP00000306245	EGR2	FOS	9606	0.963	0.0	0.0	0.0	0.513	0.066	0.5	0.858
9606.ENSP00000242728	9606.ENSP00000314420	BHLHE41	PER1	9606	0.719	0.0	0.0	0.0	0.0	0.457	0.0	0.504
9606.ENSP00000242728	9606.ENSP00000338283	BHLHE41	NPAS2	9606	0.969	0.0	0.0	0.0	0.056	0.189	0.5	0.929
9606.ENSP00000243347	9606.ENSP00000290271	TNFAIP6	STC1	9606	0.615	0.0	0.0	0.0	0.061	0.0	0.0	0.607
9606.ENSP00000243347	9606.ENSP00000398698	TNFAIP6	TNF	9606	0.622	0.0	0.0	0.0	0.098	0.0	0.0	0.598
9606.ENSP00000243347	9606.ENSP00000379110	TNFAIP6	CXCL1	9606	0.656	0.0	0.0	0.0	0.216	0.0	0.0	0.58
9606.ENSP00000243347	9606.ENSP00000430950	TNFAIP6	IDO1	9606	0.691	0.0	0.0	0.0	0.118	0.0	0.0	0.664
9606.ENSP00000243347	9606.ENSP00000356438	TNFAIP6	PTGS2	9606	0.724	0.0	0.0	0.0	0.316	0.0	0.0	0.613
9606.ENSP00000243347	9606.ENSP00000306884	TNFAIP6	CXCL11	9606	0.734	0.0	0.0	0.0	0.142	0.622	0.0	0.247
9606.ENSP00000243347	9606.ENSP00000263341	TNFAIP6	IL1B	9606	0.752	0.0	0.0	0.0	0.219	0.0	0.0	0.696
9606.ENSP00000243347	9606.ENSP00000346839	TNFAIP6	FN1	9606	0.83	0.0	0.0	0.0	0.073	0.363	0.0	0.735
9606.ENSP00000243347	9606.ENSP00000306512	TNFAIP6	CXCL8	9606	0.933	0.0	0.0	0.0	0.229	0.405	0.0	0.867
9606.ENSP00000243457	9606.ENSP00000295101	KCNJ2	KCNJ3	9606	0.601	0.0	0.0	0.07	0.139	0.0	0.5	0.119
9606.ENSP00000243457	9606.ENSP00000381911	KCNJ2	KCNJ15	9606	0.815	0.0	0.0	0.093	0.493	0.236	0.5	0.112
9606.ENSP00000243611	9606.ENSP00000356016	C4BPB	CR1	9606	0.608	0.0	0.0	0.0	0.103	0.0	0.0	0.581
9606.ENSP00000243611	9606.ENSP00000245907	C4BPB	C3	9606	0.631	0.0	0.0	0.0	0.085	0.0	0.0	0.613
9606.ENSP00000243611	9606.ENSP00000378131	C4BPB	CFI	9606	0.812	0.0	0.0	0.0	0.085	0.046	0.5	0.62
9606.ENSP00000243924	9606.ENSP00000398698	PI3	TNF	9606	0.666	0.0	0.0	0.0	0.062	0.0	0.0	0.659
9606.ENSP00000243924	9606.ENSP00000342082	PI3	SLPI	9606	0.7	0.0	0.0	0.0	0.543	0.0	0.0	0.37
9606.ENSP00000243924	9606.ENSP00000366563	PI3	PIK3CD	9606	0.755	0.0	0.0	0.0	0.056	0.0	0.0	0.752
9606.ENSP00000243924	9606.ENSP00000264474	PI3	CSTA	9606	0.776	0.0	0.0	0.0	0.109	0.292	0.5	0.375
9606.ENSP00000243924	9606.ENSP00000451828	PI3	AKT1	9606	0.991	0.0	0.0	0.0	0.0	0.0	0.0	0.991
9606.ENSP00000244527	9606.ENSP00000378757	SLC17A1	SLC16A9	9606	0.738	0.0	0.0	0.0	0.0	0.045	0.0	0.737
9606.ENSP00000244527	9606.ENSP00000498246	SLC17A1	ABCG2	9606	0.803	0.0	0.0	0.0	0.0	0.0	0.0	0.803
9606.ENSP00000244527	9606.ENSP00000342143	SLC17A1	PDZK1	9606	0.886	0.0	0.0	0.0	0.122	0.235	0.0	0.845
9606.ENSP00000244709	9606.ENSP00000398698	TREM1	TNF	9606	0.624	0.0	0.0	0.0	0.12	0.0	0.0	0.591
9606.ENSP00000244709	9606.ENSP00000306512	TREM1	CXCL8	9606	0.642	0.0	0.0	0.0	0.201	0.0	0.0	0.571
9606.ENSP00000244709	9606.ENSP00000259206	TREM1	IL1RN	9606	0.651	0.0	0.0	0.0	0.349	0.0	0.0	0.486
9606.ENSP00000244709	9606.ENSP00000379110	TREM1	CXCL1	9606	0.659	0.0	0.0	0.0	0.12	0.0	0.0	0.629
9606.ENSP00000244709	9606.ENSP00000358165	TREM1	FCGR1A	9606	0.699	0.0	0.0	0.0	0.203	0.0	0.0	0.638
9606.ENSP00000244709	9606.ENSP00000263341	TREM1	IL1B	9606	0.739	0.0	0.0	0.0	0.351	0.0	0.0	0.614
9606.ENSP00000244709	9606.ENSP00000471493	TREM1	FPR1	9606	0.869	0.0	0.0	0.0	0.419	0.0	0.0	0.784
9606.ENSP00000244709	9606.ENSP00000262629	TREM1	TYROBP	9606	0.999	0.0	0.0	0.0	0.343	0.516	0.7	0.996
9606.ENSP00000245185	9606.ENSP00000312027	MT2A	CD7	9606	0.647	0.0	0.0	0.0	0.0	0.0	0.0	0.647
9606.ENSP00000245185	9606.ENSP00000369146	MT2A	MT1M	9606	0.662	0.0	0.0	0.056	0.649	0.0	0.0	0.062
9606.ENSP00000245185	9606.ENSP00000345179	MT2A	APOD	9606	0.746	0.0	0.0	0.0	0.057	0.0	0.0	0.742
9606.ENSP00000245185	9606.ENSP00000334872	MT2A	MT1F	9606	0.772	0.0	0.0	0.053	0.764	0.0	0.0	0.063
9606.ENSP00000245185	9606.ENSP00000369139	MT2A	MT1G	9606	0.783	0.0	0.0	0.054	0.776	0.0	0.0	0.059
9606.ENSP00000245185	9606.ENSP00000330587	MT2A	MT1H	9606	0.788	0.0	0.0	0.053	0.78	0.0	0.0	0.064
9606.ENSP00000245185	9606.ENSP00000328137	MT2A	MT1E	9606	0.829	0.0	0.0	0.0	0.816	0.0	0.0	0.11
9606.ENSP00000245185	9606.ENSP00000377995	MT2A	MT1X	9606	0.866	0.0	0.0	0.053	0.782	0.0	0.0	0.404
9606.ENSP00000245304	9606.ENSP00000377771	RAP2A	SIPA1	9606	0.726	0.0	0.0	0.0	0.0	0.11	0.0	0.705
9606.ENSP00000245304	9606.ENSP00000462099	RAP2A	RASSF5	9606	0.736	0.0	0.0	0.0	0.0	0.313	0.0	0.632
9606.ENSP00000245312	9606.ENSP00000272286	SLC10A2	ABCG8	9606	0.603	0.0	0.0	0.0	0.14	0.0	0.0	0.557
9606.ENSP00000245312	9606.ENSP00000310721	SLC10A2	CYP7B1	9606	0.605	0.0	0.0	0.0	0.057	0.0	0.0	0.598
9606.ENSP00000245312	9606.ENSP00000365686	SLC10A2	SLC15A1	9606	0.636	0.0	0.0	0.0	0.094	0.0	0.0	0.615
9606.ENSP00000245312	9606.ENSP00000497274	SLC10A2	ABCC2	9606	0.637	0.0	0.0	0.0	0.103	0.0	0.0	0.612
9606.ENSP00000245312	9606.ENSP00000384513	SLC10A2	ABCG5	9606	0.642	0.0	0.0	0.0	0.113	0.0	0.0	0.612
9606.ENSP00000245312	9606.ENSP00000294312	SLC10A2	FGF19	9606	0.695	0.0	0.0	0.0	0.111	0.0	0.0	0.671
9606.ENSP00000245312	9606.ENSP00000332404	SLC10A2	TMIGD1	9606	0.695	0.0	0.0	0.0	0.358	0.0	0.0	0.543
9606.ENSP00000245312	9606.ENSP00000266088	SLC10A2	SLC5A1	9606	0.712	0.0	0.0	0.0	0.125	0.0	0.0	0.685
9606.ENSP00000245312	9606.ENSP00000254227	SLC10A2	NR0B2	9606	0.832	0.0	0.0	0.0	0.111	0.0	0.0	0.819
9606.ENSP00000245312	9606.ENSP00000335292	SLC10A2	SLC51B	9606	0.838	0.0	0.0	0.0	0.146	0.0	0.0	0.818
9606.ENSP00000245312	9606.ENSP00000265723	SLC10A2	ABCB4	9606	0.858	0.0	0.0	0.0	0.11	0.0	0.0	0.847
9606.ENSP00000245312	9606.ENSP00000296327	SLC10A2	SLC51A	9606	0.883	0.0	0.0	0.0	0.061	0.0	0.0	0.88
9606.ENSP00000245312	9606.ENSP00000377549	SLC10A2	FABP6	9606	0.927	0.0	0.0	0.0	0.169	0.0	0.0	0.916
9606.ENSP00000245451	9606.ENSP00000496415	BMP4	FOXF2	9606	0.604	0.0	0.0	0.0	0.072	0.0	0.0	0.591
9606.ENSP00000245451	9606.ENSP00000365280	BMP4	ID1	9606	0.606	0.0	0.0	0.0	0.084	0.0	0.0	0.587
9606.ENSP00000245451	9606.ENSP00000398736	BMP4	CCN1	9606	0.609	0.0	0.0	0.0	0.11	0.0	0.0	0.579
9606.ENSP00000245451	9606.ENSP00000414657	BMP4	OSR2	9606	0.644	0.0	0.0	0.0	0.072	0.054	0.0	0.627
9606.ENSP00000245451	9606.ENSP00000363804	BMP4	KLF4	9606	0.645	0.0	0.0	0.0	0.042	0.054	0.0	0.64
9606.ENSP00000245451	9606.ENSP00000295731	BMP4	IHH	9606	0.687	0.0	0.0	0.0	0.055	0.106	0.0	0.659
9606.ENSP00000245451	9606.ENSP00000346839	BMP4	FN1	9606	0.715	0.0	0.0	0.0	0.083	0.0	0.0	0.702
9606.ENSP00000245451	9606.ENSP00000267843	BMP4	FGF7	9606	0.718	0.0	0.0	0.0	0.051	0.0	0.0	0.715
9606.ENSP00000245451	9606.ENSP00000378517	BMP4	SPP1	9606	0.74	0.0	0.0	0.0	0.056	0.0	0.0	0.736
9606.ENSP00000245451	9606.ENSP00000495061	BMP4	PITX2	9606	0.756	0.0	0.0	0.0	0.074	0.0	0.0	0.748
9606.ENSP00000245451	9606.ENSP00000265165	BMP4	LEF1	9606	0.834	0.0	0.0	0.0	0.055	0.0	0.0	0.832
9606.ENSP00000245451	9606.ENSP00000360493	BMP4	RUNX2	9606	0.836	0.0	0.0	0.0	0.056	0.0	0.0	0.834
9606.ENSP00000245451	9606.ENSP00000327336	BMP4	BGN	9606	0.852	0.0	0.0	0.0	0.072	0.0	0.0	0.848
9606.ENSP00000245451	9606.ENSP00000318650	BMP4	GREM2	9606	0.925	0.0	0.0	0.0	0.042	0.069	0.65	0.789
9606.ENSP00000245451	9606.ENSP00000498748	BMP4	GREM1	9606	0.965	0.0	0.0	0.0	0.0	0.069	0.65	0.901
9606.ENSP00000245451	9606.ENSP00000328181	BMP4	NOG	9606	0.999	0.0	0.0	0.0	0.042	0.0	0.9	0.993
9606.ENSP00000245620	9606.ENSP00000365402	LILRB3	HLA-C	9606	0.638	0.0	0.0	0.0	0.14	0.095	0.5	0.181
9606.ENSP00000245620	9606.ENSP00000315997	LILRB3	LILRB1	9606	0.658	0.0	0.0	0.055	0.636	0.061	0.0	0.066
9606.ENSP00000245620	9606.ENSP00000303276	LILRB3	RNASE2	9606	0.685	0.0	0.0	0.0	0.202	0.0	0.0	0.622
9606.ENSP00000245620	9606.ENSP00000262629	LILRB3	TYROBP	9606	0.735	0.0	0.0	0.0	0.486	0.0	0.0	0.507
9606.ENSP00000245620	9606.ENSP00000375629	LILRB3	LILRB2	9606	0.791	0.0	0.0	0.058	0.781	0.0	0.0	0.069
9606.ENSP00000245620	9606.ENSP00000259951	LILRB3	HLA-F	9606	0.796	0.0	0.0	0.0	0.201	0.0	0.5	0.532
9606.ENSP00000245620	9606.ENSP00000391592	LILRB3	PTPN6	9606	0.962	0.0	0.0	0.0	0.18	0.355	0.9	0.377
9606.ENSP00000245907	9606.ENSP00000362680	C3	SRC	9606	0.603	0.0	0.0	0.0	0.042	0.0	0.5	0.239
9606.ENSP00000245907	9606.ENSP00000363770	C3	C1QC	9606	0.608	0.0	0.0	0.0	0.166	0.0	0.0	0.55
9606.ENSP00000245907	9606.ENSP00000361405	C3	MMP9	9606	0.609	0.0	0.0	0.0	0.075	0.0	0.0	0.594
9606.ENSP00000245907	9606.ENSP00000339328	C3	PLAUR	9606	0.609	0.0	0.0	0.0	0.074	0.0	0.54	0.157
9606.ENSP00000245907	9606.ENSP00000398698	C3	TNF	9606	0.621	0.0	0.0	0.0	0.042	0.0	0.0	0.621
9606.ENSP00000245907	9606.ENSP00000346839	C3	FN1	9606	0.623	0.0	0.0	0.0	0.108	0.096	0.0	0.57
9606.ENSP00000245907	9606.ENSP00000348888	C3	PIGR	9606	0.625	0.0	0.0	0.0	0.132	0.0	0.0	0.586
9606.ENSP00000245907	9606.ENSP00000350425	C3	APOA4	9606	0.63	0.0	0.0	0.0	0.056	0.0	0.0	0.625
9606.ENSP00000245907	9606.ENSP00000322061	C3	C7	9606	0.637	0.0	0.0	0.0	0.132	0.0	0.0	0.599
9606.ENSP00000245907	9606.ENSP00000433642	C3	FCGR3B	9606	0.646	0.0	0.0	0.0	0.074	0.0	0.0	0.634
9606.ENSP00000245907	9606.ENSP00000356946	C3	FCGR3A	9606	0.653	0.0	0.0	0.0	0.088	0.0	0.0	0.636
9606.ENSP00000245907	9606.ENSP00000263341	C3	IL1B	9606	0.664	0.0	0.0	0.0	0.105	0.0	0.0	0.64
9606.ENSP00000245907	9606.ENSP00000265162	C3	ENPEP	9606	0.668	0.0	0.0	0.0	0.042	0.0	0.0	0.668
9606.ENSP00000245907	9606.ENSP00000264832	C3	ICAM1	9606	0.705	0.0	0.0	0.0	0.169	0.0	0.0	0.66
9606.ENSP00000245907	9606.ENSP00000313419	C3	CD19	9606	0.706	0.0	0.0	0.0	0.045	0.0	0.5	0.434
9606.ENSP00000245907	9606.ENSP00000361850	C3	PLAU	9606	0.707	0.0	0.0	0.0	0.056	0.127	0.54	0.319
9606.ENSP00000245907	9606.ENSP00000252486	C3	APOE	9606	0.732	0.0	0.0	0.0	0.196	0.0	0.0	0.681
9606.ENSP00000245907	9606.ENSP00000264613	C3	CP	9606	0.751	0.0	0.0	0.0	0.262	0.0	0.0	0.676
9606.ENSP00000245907	9606.ENSP00000306512	C3	CXCL8	9606	0.783	0.0	0.0	0.0	0.076	0.0	0.5	0.57
9606.ENSP00000245907	9606.ENSP00000315130	C3	CLU	9606	0.803	0.0	0.0	0.0	0.199	0.0	0.0	0.764
9606.ENSP00000245907	9606.ENSP00000360871	C3	FCN1	9606	0.835	0.0	0.0	0.0	0.07	0.0	0.54	0.645
9606.ENSP00000245907	9606.ENSP00000416066	C3	SERPINA1	9606	0.859	0.0	0.0	0.0	0.168	0.0	0.0	0.837
9606.ENSP00000245907	9606.ENSP00000296280	C3	MASP1	9606	0.936	0.0	0.0	0.0	0.067	0.288	0.54	0.817
9606.ENSP00000245907	9606.ENSP00000278407	C3	SERPING1	9606	0.954	0.0	0.0	0.0	0.245	0.329	0.0	0.916
9606.ENSP00000245907	9606.ENSP00000454623	C3	ITGAX	9606	0.969	0.0	0.0	0.0	0.071	0.292	0.9	0.59
9606.ENSP00000245907	9606.ENSP00000299367	C3	C2	9606	0.978	0.0	0.0	0.0	0.184	0.126	0.9	0.729
9606.ENSP00000245907	9606.ENSP00000380948	C3	ITGB2	9606	0.998	0.0	0.0	0.0	0.074	0.292	0.9	0.98
9606.ENSP00000245907	9606.ENSP00000356016	C3	CR1	9606	0.999	0.0	0.0	0.0	0.059	0.969	0.7	0.999
9606.ENSP00000245907	9606.ENSP00000378131	C3	CFI	9606	0.999	0.0	0.0	0.0	0.219	0.987	0.9	0.969
9606.ENSP00000245907	9606.ENSP00000356024	C3	CR2	9606	0.999	0.0	0.0	0.0	0.063	0.971	0.7	0.983
9606.ENSP00000246115	9606.ENSP00000365006	S1PR4	S1PR3	9606	0.69	0.0	0.0	0.0	0.0	0.0	0.4	0.505
9606.ENSP00000246115	9606.ENSP00000497260	S1PR4	GNAI1	9606	0.909	0.0	0.003	0.0	0.0	0.125	0.9	0.044
9606.ENSP00000246115	9606.ENSP00000305416	S1PR4	S1PR1	9606	0.948	0.0	0.0	0.0	0.14	0.0	0.9	0.448
9606.ENSP00000246529	9606.ENSP00000378368	LRFN3	FLOT2	9606	0.706	0.0	0.0	0.0	0.047	0.0	0.7	0.055
9606.ENSP00000246551	9606.ENSP00000363330	HCST	CD52	9606	0.605	0.0	0.0	0.0	0.55	0.0	0.0	0.159
9606.ENSP00000246551	9606.ENSP00000374125	HCST	SIGLEC15	9606	0.624	0.0	0.0	0.0	0.062	0.0	0.0	0.616
9606.ENSP00000246551	9606.ENSP00000341905	HCST	RASAL3	9606	0.631	0.0	0.0	0.0	0.631	0.0	0.0	0.0
9606.ENSP00000246551	9606.ENSP00000484431	HCST	CD48	9606	0.632	0.0	0.0	0.0	0.45	0.0	0.0	0.358
9606.ENSP00000246551	9606.ENSP00000315997	HCST	LILRB1	9606	0.641	0.0	0.0	0.0	0.211	0.0	0.0	0.564
9606.ENSP00000246551	9606.ENSP00000296545	HCST	IL15	9606	0.731	0.0	0.0	0.0	0.062	0.0	0.0	0.725
9606.ENSP00000246551	9606.ENSP00000324890	HCST	CD28	9606	0.744	0.0	0.0	0.0	0.074	0.0	0.0	0.735
9606.ENSP00000246551	9606.ENSP00000433642	HCST	FCGR3B	9606	0.802	0.0	0.0	0.0	0.109	0.0	0.0	0.787
9606.ENSP00000246551	9606.ENSP00000356946	HCST	FCGR3A	9606	0.839	0.0	0.0	0.0	0.247	0.0	0.0	0.795
9606.ENSP00000246551	9606.ENSP00000366563	HCST	PIK3CD	9606	0.921	0.0	0.0	0.0	0.111	0.0	0.9	0.189
9606.ENSP00000246551	9606.ENSP00000482457	HCST	PLCG2	9606	0.945	0.0	0.0	0.0	0.138	0.0	0.9	0.418
9606.ENSP00000246551	9606.ENSP00000262629	HCST	TYROBP	9606	0.995	0.0	0.0	0.0	0.78	0.154	0.0	0.978
9606.ENSP00000246657	9606.ENSP00000363318	CCR7	IL2RG	9606	0.606	0.0	0.0	0.0	0.311	0.0	0.0	0.452
9606.ENSP00000246657	9606.ENSP00000484431	CCR7	CD48	9606	0.61	0.0	0.0	0.0	0.466	0.0	0.0	0.3
9606.ENSP00000246657	9606.ENSP00000323280	CCR7	CD6	9606	0.61	0.0	0.0	0.0	0.447	0.091	0.0	0.287
9606.ENSP00000246657	9606.ENSP00000346839	CCR7	FN1	9606	0.615	0.0	0.0	0.0	0.0	0.0	0.0	0.615
9606.ENSP00000246657	9606.ENSP00000338010	CCR7	IL21R	9606	0.62	0.0	0.0	0.0	0.341	0.0	0.0	0.447
9606.ENSP00000246657	9606.ENSP00000356024	CCR7	CR2	9606	0.62	0.0	0.0	0.0	0.218	0.0	0.0	0.534
9606.ENSP00000246657	9606.ENSP00000398655	CCR7	ITK	9606	0.622	0.0	0.0	0.0	0.444	0.0	0.0	0.348
9606.ENSP00000246657	9606.ENSP00000433277	CCR7	MS4A1	9606	0.626	0.0	0.0	0.0	0.397	0.0	0.0	0.405
9606.ENSP00000246657	9606.ENSP00000370343	CCR7	IRF4	9606	0.641	0.0	0.0	0.0	0.197	0.0	0.0	0.571
9606.ENSP00000246657	9606.ENSP00000351497	CCR7	FCGR2B	9606	0.666	0.0	0.0	0.0	0.138	0.0	0.0	0.629
9606.ENSP00000246657	9606.ENSP00000419085	CCR7	TIGIT	9606	0.668	0.0	0.0	0.0	0.168	0.0	0.0	0.617
9606.ENSP00000246657	9606.ENSP00000388620	CCR7	EOMES	9606	0.67	0.0	0.0	0.0	0.145	0.0	0.0	0.629
9606.ENSP00000246657	9606.ENSP00000354416	CCR7	CCL28	9606	0.671	0.0	0.0	0.0	0.0	0.0	0.65	0.099
9606.ENSP00000246657	9606.ENSP00000340347	CCR7	TCF7	9606	0.672	0.0	0.0	0.0	0.183	0.0	0.0	0.614
9606.ENSP00000246657	9606.ENSP00000481357	CCR7	CCL23	9606	0.672	0.0	0.0	0.0	0.074	0.0	0.0	0.661
9606.ENSP00000246657	9606.ENSP00000370989	CCR7	CD274	9606	0.684	0.0	0.0	0.0	0.105	0.0	0.0	0.662
9606.ENSP00000246657	9606.ENSP00000296545	CCR7	IL15	9606	0.69	0.0	0.0	0.0	0.054	0.0	0.0	0.686
9606.ENSP00000246657	9606.ENSP00000274306	CCR7	GZMA	9606	0.69	0.0	0.0	0.0	0.256	0.052	0.0	0.596
9606.ENSP00000246657	9606.ENSP00000333919	CCR7	BTLA	9606	0.695	0.0	0.0	0.0	0.383	0.0	0.0	0.526
9606.ENSP00000246657	9606.ENSP00000497260	CCR7	GNAI1	9606	0.703	0.0	0.0	0.0	0.0	0.125	0.65	0.108
9606.ENSP00000246657	9606.ENSP00000361405	CCR7	MMP9	9606	0.706	0.0	0.0	0.0	0.174	0.0	0.0	0.658
9606.ENSP00000246657	9606.ENSP00000357152	CCR7	CD1C	9606	0.729	0.0	0.0	0.0	0.19	0.0	0.0	0.679
9606.ENSP00000246657	9606.ENSP00000380948	CCR7	ITGB2	9606	0.731	0.0	0.0	0.0	0.249	0.0	0.0	0.657
9606.ENSP00000246657	9606.ENSP00000312262	CCR7	GRK2	9606	0.733	0.0	0.0	0.0	0.05	0.097	0.65	0.217
9606.ENSP00000246657	9606.ENSP00000264832	CCR7	ICAM1	9606	0.736	0.0	0.0	0.0	0.073	0.0	0.0	0.727
9606.ENSP00000246657	9606.ENSP00000305416	CCR7	S1PR1	9606	0.739	0.0	0.0	0.0	0.188	0.0	0.0	0.692
9606.ENSP00000246657	9606.ENSP00000354566	CCR7	CD3E	9606	0.744	0.0	0.0	0.0	0.358	0.23	0.0	0.523
9606.ENSP00000246657	9606.ENSP00000484078	CCR7	CCL15	9606	0.744	0.0	0.0	0.0	0.0	0.0	0.65	0.3
9606.ENSP00000246657	9606.ENSP00000349252	CCR7	ITGAL	9606	0.764	0.0	0.0	0.0	0.177	0.0	0.0	0.726
9606.ENSP00000246657	9606.ENSP00000362680	CCR7	SRC	9606	0.774	0.0	0.0	0.0	0.06	0.0	0.5	0.559
9606.ENSP00000246657	9606.ENSP00000369293	CCR7	IL2RA	9606	0.777	0.0	0.0	0.0	0.468	0.0	0.0	0.599
9606.ENSP00000246657	9606.ENSP00000351484	CCR7	NAALADL1	9606	0.779	0.0	0.0	0.0	0.073	0.0	0.0	0.772
9606.ENSP00000246657	9606.ENSP00000359663	CCR7	CD40LG	9606	0.78	0.0	0.0	0.0	0.235	0.0	0.0	0.725
9606.ENSP00000246657	9606.ENSP00000432511	CCR7	JAK3	9606	0.781	0.0	0.0	0.0	0.173	0.0	0.65	0.305
9606.ENSP00000246657	9606.ENSP00000319635	CCR7	CXCR2	9606	0.782	0.0	0.0	0.08	0.141	0.0	0.5	0.514
9606.ENSP00000246657	9606.ENSP00000478699	CCR7	TNFRSF9	9606	0.782	0.0	0.0	0.0	0.134	0.0	0.0	0.759
9606.ENSP00000246657	9606.ENSP00000398698	CCR7	TNF	9606	0.783	0.0	0.0	0.0	0.177	0.0	0.0	0.747
9606.ENSP00000246657	9606.ENSP00000295683	CCR7	CXCR1	9606	0.793	0.0	0.0	0.074	0.125	0.0	0.5	0.55
9606.ENSP00000246657	9606.ENSP00000454623	CCR7	ITGAX	9606	0.795	0.0	0.0	0.0	0.138	0.0	0.0	0.772
9606.ENSP00000246657	9606.ENSP00000497102	CCR7	CTLA4	9606	0.798	0.0	0.0	0.0	0.256	0.0	0.0	0.74
9606.ENSP00000246657	9606.ENSP00000361359	CCR7	CD40	9606	0.801	0.0	0.0	0.0	0.191	0.0	0.0	0.764
9606.ENSP00000246657	9606.ENSP00000403495	CCR7	LTA	9606	0.803	0.0	0.0	0.0	0.457	0.0	0.0	0.653
9606.ENSP00000246657	9606.ENSP00000263341	CCR7	IL1B	9606	0.804	0.0	0.0	0.0	0.145	0.0	0.0	0.78
9606.ENSP00000246657	9606.ENSP00000248071	CCR7	KLF2	9606	0.804	0.0	0.0	0.0	0.14	0.0	0.0	0.782
9606.ENSP00000246657	9606.ENSP00000302234	CCR7	CCL11	9606	0.806	0.0	0.0	0.0	0.081	0.0	0.65	0.446
9606.ENSP00000246657	9606.ENSP00000410481	CCR7	LTB	9606	0.814	0.0	0.0	0.0	0.503	0.0	0.0	0.642
9606.ENSP00000246657	9606.ENSP00000433642	CCR7	FCGR3B	9606	0.834	0.0	0.0	0.0	0.096	0.0	0.0	0.824
9606.ENSP00000246657	9606.ENSP00000319476	CCR7	ICOS	9606	0.838	0.0	0.0	0.0	0.409	0.0	0.0	0.736
9606.ENSP00000246657	9606.ENSP00000356946	CCR7	FCGR3A	9606	0.851	0.0	0.0	0.0	0.191	0.0	0.0	0.823
9606.ENSP00000246657	9606.ENSP00000324890	CCR7	CD28	9606	0.857	0.0	0.0	0.0	0.189	0.0	0.0	0.831
9606.ENSP00000246657	9606.ENSP00000479955	CCR7	CCL18	9606	0.87	0.0	0.0	0.0	0.096	0.0	0.65	0.623
9606.ENSP00000246657	9606.ENSP00000368450	CCR7	CD83	9606	0.876	0.0	0.0	0.0	0.18	0.0	0.0	0.855
9606.ENSP00000246657	9606.ENSP00000296027	CCR7	CXCL5	9606	0.877	0.0	0.0	0.0	0.066	0.0	0.65	0.655
9606.ENSP00000246657	9606.ENSP00000411355	CCR7	PTPRC	9606	0.877	0.0	0.0	0.0	0.267	0.0	0.0	0.84
9606.ENSP00000246657	9606.ENSP00000480558	CCR7	CCL3L1	9606	0.877	0.0	0.0	0.0	0.133	0.0	0.65	0.628
9606.ENSP00000246657	9606.ENSP00000313419	CCR7	CD19	9606	0.88	0.0	0.0	0.0	0.457	0.0	0.0	0.788
9606.ENSP00000246657	9606.ENSP00000378118	CCR7	CCL8	9606	0.886	0.0	0.0	0.0	0.1	0.0	0.65	0.667
9606.ENSP00000246657	9606.ENSP00000483330	CCR7	CCL4L2	9606	0.887	0.0	0.0	0.0	0.086	0.0	0.65	0.677
9606.ENSP00000246657	9606.ENSP00000342681	CCR7	CD5	9606	0.89	0.0	0.0	0.0	0.774	0.0	0.0	0.533
9606.ENSP00000246657	9606.ENSP00000379110	CCR7	CXCL1	9606	0.893	0.0	0.0	0.0	0.082	0.0	0.65	0.695
9606.ENSP00000246657	9606.ENSP00000427279	CCR7	CXCL2	9606	0.898	0.0	0.0	0.0	0.071	0.0	0.65	0.713
9606.ENSP00000246657	9606.ENSP00000306512	CCR7	CXCL8	9606	0.9	0.0	0.0	0.0	0.073	0.0	0.65	0.716
9606.ENSP00000246657	9606.ENSP00000296026	CCR7	CXCL3	9606	0.903	0.0	0.0	0.0	0.064	0.0	0.65	0.727
9606.ENSP00000246657	9606.ENSP00000266557	CCR7	CD27	9606	0.923	0.0	0.0	0.0	0.417	0.0	0.0	0.874
9606.ENSP00000246657	9606.ENSP00000306884	CCR7	CXCL11	9606	0.93	0.0	0.0	0.0	0.068	0.0	0.65	0.804
9606.ENSP00000246657	9606.ENSP00000498227	CCR7	SELL	9606	0.942	0.0	0.0	0.0	0.368	0.0	0.0	0.913
9606.ENSP00000246657	9606.ENSP00000386884	CCR7	CXCR4	9606	0.959	0.0	0.0	0.0	0.176	0.0	0.5	0.91
9606.ENSP00000246657	9606.ENSP00000354901	CCR7	CXCL9	9606	0.961	0.0	0.0	0.0	0.163	0.0	0.65	0.879
9606.ENSP00000246657	9606.ENSP00000305651	CCR7	CXCL10	9606	0.968	0.0	0.0	0.0	0.109	0.0	0.65	0.906
9606.ENSP00000246657	9606.ENSP00000351671	CCR7	CCL20	9606	0.994	0.0	0.0	0.0	0.084	0.0	0.65	0.984
9606.ENSP00000246657	9606.ENSP00000375086	CCR7	CCL25	9606	0.994	0.0	0.0	0.0	0.042	0.0	0.65	0.984
9606.ENSP00000246657	9606.ENSP00000482259	CCR7	CCL4	9606	0.996	0.0	0.0	0.0	0.213	0.0	0.65	0.987
9606.ENSP00000246657	9606.ENSP00000259607	CCR7	CCL21	9606	0.999	0.0	0.0	0.0	0.156	0.437	0.9	0.999
9606.ENSP00000246657	9606.ENSP00000308815	CCR7	CCL19	9606	0.999	0.0	0.0	0.0	0.308	0.287	0.9	0.999
9606.ENSP00000246657	9606.ENSP00000286758	CCR7	CXCL13	9606	0.999	0.0	0.0	0.0	0.233	0.0	0.65	0.997
